BusinessName,Geom,count,lng,lat
Joseph A Boskovich (Joseph Boskovich),"{""type"": ""Point"", ""coordinates"": [-123.119720092905, 49.2876127777596]}",25,-123.119720092905, 49.2876127777596
Joseph E Murphy (Joseph Murphy),"{""type"": ""Point"", ""coordinates"": [-123.117897724969, 49.2818316993831]}",25,-123.117897724969, 49.2818316993831
Tom Howe Holdings Ltd,"{""type"": ""Point"", ""coordinates"": [-123.087520571285, 49.2559851857023]}",25,-123.087520571285, 49.2559851857023
Tony Lau Insurance Agencies Ltd,"{""type"": ""Point"", ""coordinates"": [-123.101437392494, 49.2492416364863]}",25,-123.101437392494, 49.2492416364863
(Pinky Wong),"{""type"": ""Point"", ""coordinates"": [-123.140028432622, 49.2114901571015]}",25,-123.140028432622, 49.2114901571015
(William Gee),"{""type"": ""Point"", ""coordinates"": [-123.103282272368, 49.2797561341366]}",25,-123.103282272368, 49.2797561341366
(Robert Kennedy),"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}",25,-123.119500778402, 49.2822434350563
(Ron Huinink),"{""type"": ""Point"", ""coordinates"": [-123.120702300081, 49.2751484139772]}",25,-123.120702300081, 49.2751484139772
Jordan Development Corporation Ltd,"{""type"": ""Point"", ""coordinates"": [-123.137922044615, 49.26985613347]}",25,-123.137922044615, 49.26985613347
(Barry Williamson),"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
Davidson & Sons Custom Brokers Ltd,"{""type"": ""Point"", ""coordinates"": [-123.125263375086, 49.2866402537813]}",25,-123.125263375086, 49.2866402537813
David S Allman (David Allman),"{""type"": ""Point"", ""coordinates"": [-123.122490354875, 49.2848518559734]}",25,-123.122490354875, 49.2848518559734
David M Rosenberg Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119922191805, 49.2670663510306]}",25,-123.119922191805, 49.2670663510306
Wong's Insurance Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.1011608176, 49.2543711087652]}",25,-123.1011608176, 49.2543711087652
David G A Mclean (David Mclean),"{""type"": ""Point"", ""coordinates"": [-123.110843128949, 49.2849835300209]}",25,-123.110843128949, 49.2849835300209
David Cummings Insurance Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.186381396543, 49.2682107732898]}",25,-123.186381396543, 49.2682107732898
Davenport Management Ltd,"{""type"": ""Point"", ""coordinates"": [-123.126104236733, 49.2638663729166]}",25,-123.126104236733, 49.2638663729166
North Arm Transportation Ltd,"{""type"": ""Point"", ""coordinates"": [-123.054839794945, 49.2055009798181]}",25,-123.054839794945, 49.2055009798181
Georgialee Lang Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
Willis Louie Ltd,"{""type"": ""Point"", ""coordinates"": [-123.129591896776, 49.2797042382855]}",25,-123.129591896776, 49.2797042382855
Peter J Mogan (Peter Mogan),"{""type"": ""Point"", ""coordinates"": [-123.124659583362, 49.2871428552231]}",25,-123.124659583362, 49.2871428552231
Giroday Sawmills Ltd,"{""type"": ""Point"", ""coordinates"": [-123.140722932309, 49.2647757562914]}",25,-123.140722932309, 49.2647757562914
Giuseppe Battista,"{""type"": ""Point"", ""coordinates"": [-123.117897724969, 49.2818316993831]}",25,-123.117897724969, 49.2818316993831
Noram Engineering & Constructors Ltd,"{""type"": ""Point"", ""coordinates"": [-123.112189281814, 49.2866321702408]}",25,-123.112189281814, 49.2866321702408
Craig T Mcleod (Craig Mcleod),"{""type"": ""Point"", ""coordinates"": [-123.116807527791, 49.2855464375985]}",25,-123.116807527791, 49.2855464375985
Cosmos Pacific Investment & Consulting Inc,"{""type"": ""Point"", ""coordinates"": [-123.13820974459, 49.2621504171543]}",25,-123.13820974459, 49.2621504171543
William D Holder (William Holder),"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",25,-123.119650025722, 49.2836841369494
Coriolis Consulting Corp,"{""type"": ""Point"", ""coordinates"": [-123.121897123509, 49.2873037125159]}",25,-123.121897123509, 49.2873037125159
Gore Mutual Insurance Company,"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}",25,-123.118959746657, 49.2865570713147
Strand Properties Corp,"{""type"": ""Point"", ""coordinates"": [-123.117897724969, 49.2818316993831]}",25,-123.117897724969, 49.2818316993831
Granard Management Limited Partnership,"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",25,-123.11972958074, 49.2861303368945
William A Mclachlan (William Mclachlan),"{""type"": ""Point"", ""coordinates"": [-123.122835857511, 49.2803098063228]}",25,-123.122835857511, 49.2803098063228
Britannia Agengies (1986) Ltd,"{""type"": ""Point"", ""coordinates"": [-123.053849078656, 49.2253858085065]}",25,-123.053849078656, 49.2253858085065
Sumitomo Forestry Co Ltd,"{""type"": ""Point"", ""coordinates"": [-123.122081850721, 49.2876129603256]}",25,-123.122081850721, 49.2876129603256
Grinti Enterprises Corp,"{""type"": ""Point"", ""coordinates"": [-123.121996984635, 49.2750076198637]}",25,-123.121996984635, 49.2750076198637
Wicklow West Holdings Ltd,"{""type"": ""Point"", ""coordinates"": [-123.122218569777, 49.2889218016672]}",25,-123.122218569777, 49.2889218016672
David W Pilley (David Pilley),"{""type"": ""Point"", ""coordinates"": [-123.117897724969, 49.2818316993831]}",25,-123.117897724969, 49.2818316993831
Deidre J Herbert (Deidre Herbert),"{""type"": ""Point"", ""coordinates"": [-123.116271513516, 49.2851966342089]}",25,-123.116271513516, 49.2851966342089
Neco Management Services Inc,"{""type"": ""Point"", ""coordinates"": [-123.155880516923, 49.2365596137076]}",25,-123.155880516923, 49.2365596137076
Delta Capital Corporation,"{""type"": ""Point"", ""coordinates"": [-123.151974204052, 49.2683828391385]}",25,-123.151974204052, 49.2683828391385
Equitable Real Estate Investment Corp Ltd,"{""type"": ""Point"", ""coordinates"": [-123.114369530376, 49.2865177462146]}",25,-123.114369530376, 49.2865177462146
Eric Stine Architect Inc,"{""type"": ""Point"", ""coordinates"": [-123.146934204314, 49.270422345251]}",25,-123.146934204314, 49.270422345251
Pazder Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.116271513516, 49.2851966342089]}",25,-123.116271513516, 49.2851966342089
Ellis Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.118970928543, 49.2797337240763]}",25,-123.118970928543, 49.2797337240763
Siu Ying Kong (Siu Kong),"{""type"": ""Point"", ""coordinates"": [-123.122835857511, 49.2803098063228]}",25,-123.122835857511, 49.2803098063228
(C Anderson),"{""type"": ""Point"", ""coordinates"": [-123.120796635427, 49.2811148118979]}",25,-123.120796635427, 49.2811148118979
Edward D L Lichimo (Edward Lichimo),"{""type"": ""Point"", ""coordinates"": [-123.127803379894, 49.2637106519185]}",25,-123.127803379894, 49.2637106519185
P Y & Associates Engineering Ltd,"{""type"": ""Point"", ""coordinates"": [-123.055954329923, 49.2805148084687]}",25,-123.055954329923, 49.2805148084687
Fairmont Shipping (canada) Limited,"{""type"": ""Point"", ""coordinates"": [-123.121125987825, 49.2875469702]}",25,-123.121125987825, 49.2875469702
E N Kornfeld (E Kornfeld),"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}",25,-123.118959746657, 49.2865570713147
